department,promoted,review,projects,salary,tenure,satisfaction,bonus,avg_hrs_month,left
marketing,0,0.661892457,3,medium,6,0.50593811,0,184.0138107,1
operations,0,0.617888746,4,low,5,0.712489334,0,180.2148385,0
sales,0,0.554085014,4,high,6,0.67691786,0,182.965386,0
support,0,0.645759587,3,medium,4,0.713858337,0,177.2278871,0
sales,0,0.76096085,3,medium,8,0.503975567,0,189.3173301,1
sales,0,0.705069625,3,medium,5,0.571461069,0,180.4607235,0
retail,0,0.762496898,3,medium,8,0.447770704,0,189.2246683,1
marketing,0,0.734975188,4,medium,6,0.385786493,0,182.5239961,0
sales,0,0.625732892,4,medium,6,0.625922187,0,182.4699838,0
sales,0,0.684210811,3,medium,8,0.432267694,0,188.4363084,0
sales,0,0.544734043,3,high,8,0.478205109,1,188.5842632,0
engineering,0,0.56009836,3,medium,7,0.451626856,0,185.7530408,0
marketing,0,0.562852325,3,medium,7,0.586293261,0,187.3477814,1
finance,0,0.710070191,4,medium,4,0.420505526,0,178.2773403,1
finance,0,0.665553248,3,low,5,0.663594291,0,180.3608174,0
sales,0,0.514262172,4,medium,7,0.3290218,0,184.8475505,0
operations,0,0.736170916,4,low,5,0.521166995,0,179.3971206,0
retail,0,0.655063289,4,high,8,0.724427843,0,187.5127074,1
sales,0,0.809723578,4,medium,7,0.195431684,0,186.2094748,0
IT,0,0.722984088,3,medium,6,0.294422358,1,183.7819881,0
marketing,0,0.61381281,4,high,9,0.571947498,0,190.5679014,0
operations,0,0.811623577,2,medium,8,0.573189406,0,188.6654156,1
support,0,0.450986573,4,medium,8,0.414295377,0,187.8052989,1
engineering,0,0.84596635,4,medium,5,0.376334126,0,179.5876224,1
engineering,0,0.533057838,4,high,5,0.633286849,1,178.8344229,0
engineering,0,0.650527549,4,medium,7,0.674390896,0,187.4064703,1
retail,0,0.715913872,3,medium,6,0.433781327,0,182.3480543,1
operations,0,0.632404838,3,medium,7,0.335455834,0,184.9781672,0
sales,0,0.665512487,3,medium,8,0.468958287,0,188.5334051,1
support,0,0.589457083,3,medium,5,0.685920239,0,180.6465936,0
engineering,0,0.565574733,4,high,7,0.358473688,0,185.1407749,0
retail,0,0.686094365,3,medium,8,0.571761743,0,188.2729791,1
support,0,0.578368576,3,medium,6,0.757984175,0,183.1326446,0
engineering,0,0.704775846,3,low,8,0.394635448,1,188.9378905,0
retail,0,0.689400686,4,high,7,0.568979611,0,184.9984206,0
marketing,0,0.628108821,3,medium,7,0.367153868,0,184.9595235,0
retail,0,0.569483092,4,medium,6,0.271608294,0,184.4092392,0
finance,0,0.624078086,4,medium,6,0.461292612,0,184.3913057,0
sales,0,0.682582706,4,medium,8,0.225485521,0,188.6645082,1
operations,0,0.70314879,4,high,6,0.584484838,0,182.2084716,0
operations,0,0.539889809,3,medium,7,0.350621991,0,187.0342494,0
engineering,0,0.62881908,3,medium,4,0.753362152,1,177.5338744,0
admin,0,0.657049229,3,medium,8,0.616218902,1,187.6902673,1
operations,0,0.61819595,2,medium,6,0.58235551,0,181.6094287,0
engineering,0,0.774750212,4,medium,5,0.391275595,1,179.9275267,1
sales,1,0.7385132,3,medium,5,0.508236492,0,181.424137,1
sales,0,0.702462329,3,medium,6,0.495939083,0,183.2481488,0
sales,0,0.671614469,2,medium,8,0.597640389,1,187.9515715,1
sales,0,0.616289985,3,high,7,0.316385268,0,185.0394268,0
sales,0,0.7071437,4,high,6,0.410709113,0,183.5050498,0
retail,0,0.635735316,3,medium,8,0.378176009,0,187.9002735,0
operations,0,0.781778832,3,low,5,0.352424505,0,181.4107028,1
marketing,0,0.5829651,3,medium,7,0.470620751,0,187.4234134,0
operations,0,0.810238107,4,low,6,0.35110892,0,182.2145079,1
sales,0,0.65977834,3,medium,7,0.373595938,1,185.2662611,0
support,0,0.576109958,4,low,8,0.472598617,1,188.5702645,1
operations,1,0.649903028,3,medium,6,0.617093874,0,183.0788382,0
logistics,0,0.49955509,3,medium,6,0.220440187,0,183.4233278,0
sales,0,0.808580406,4,medium,6,0.088604527,0,183.7968287,0
operations,0,0.774121018,3,low,6,0.378517685,0,181.5050441,1
engineering,0,0.663763799,4,medium,6,0.589755768,0,183.4971941,0
support,0,0.636663456,3,medium,7,0.398326871,0,185.9500425,0
sales,0,0.789808252,3,medium,7,0.346774214,0,186.7069673,0
support,1,0.623793551,3,medium,7,0.76188094,1,187.3378396,1
retail,0,0.672808279,3,medium,8,0.467742427,0,189.1627447,1
retail,0,0.683592804,3,high,6,0.615041455,0,181.9116582,0
IT,0,0.86949536,4,medium,5,0.202513534,0,179.3109815,1
sales,0,0.642743867,3,high,8,0.458027552,0,190.2428749,0
retail,0,0.467859403,4,medium,7,0.851566819,0,184.6902734,0
engineering,0,0.545886019,3,medium,7,0.741060913,0,186.6514748,1
sales,1,0.573981578,4,medium,9,0.493303418,0,190.6566523,0
retail,0,0.675606166,3,medium,5,0.330059277,0,180.1001756,0
retail,0,0.444473543,3,medium,7,0.764186619,0,186.1808225,1
logistics,0,0.692249315,3,medium,7,0.284180735,0,187.1251513,0
engineering,0,0.507448478,4,medium,7,0.616459531,0,187.1406609,1
operations,0,0.712273999,3,medium,6,0.487916288,0,183.7995434,0
sales,0,0.574714187,3,medium,8,0.628481815,0,188.0759409,1
operations,0,0.603974219,3,high,9,0.496728837,0,192.9479219,0
engineering,0,0.553966958,3,high,8,0.377005527,0,187.7661304,0
sales,0,0.669893215,3,low,3,0.836937072,0,174.1704453,0
logistics,0,0.690964339,3,medium,6,0.606928642,0,181.7226211,1
marketing,0,0.481810546,3,medium,7,0.661468998,0,186.3758213,1
support,0,0.654286546,4,medium,7,0.479433316,0,185.5607918,0
marketing,0,0.615877458,2,medium,6,0.369534055,0,183.8309454,0
finance,0,0.620215688,3,medium,7,0.564308461,1,184.9311189,0
marketing,0,0.602050249,4,medium,7,0.684082525,0,186.7409772,1
support,0,0.64179031,3,medium,9,0.423231791,0,191.0118958,0
sales,0,0.717921457,3,low,5,0.537231856,0,179.847307,0
operations,0,0.545351378,3,medium,6,0.670853746,0,181.516119,0
retail,0,0.654581091,3,medium,9,0.512595582,1,192.1841826,0
sales,0,0.821321465,3,high,7,0.214379092,0,185.3565117,1
sales,0,0.692142623,4,medium,8,0.571781215,0,188.420776,1
marketing,0,0.68046966,4,medium,7,0.537146378,0,185.8846503,0
marketing,0,0.697650665,4,medium,5,0.484287609,0,180.6783154,0
marketing,0,0.64086525,3,medium,8,0.46563803,1,189.7985718,0
engineering,0,0.598281862,3,medium,8,0.462765408,0,188.7839825,0
retail,0,0.695481943,3,low,8,0.657311685,1,187.8207901,1
retail,0,0.822105239,3,medium,8,0.497257373,0,189.5610469,0
marketing,0,0.576413359,3,medium,9,0.580652793,0,191.6099289,0
sales,0,0.71212162,3,medium,7,0.376016213,0,185.8005825,1
marketing,0,0.783492534,4,medium,8,0.400451324,0,189.5130239,0
support,0,0.81914648,4,medium,3,0.51561494,0,174.8979512,1
finance,0,0.749565275,4,medium,7,0.266977128,0,185.1842597,1
finance,0,0.576771266,2,medium,7,0.276066514,0,185.5947525,0
retail,0,0.688482489,3,high,5,0.608359379,0,180.3473078,0
sales,0,0.593579444,3,medium,7,0.406021758,0,186.3717356,0
engineering,0,0.672091152,4,medium,8,0.263709199,0,188.7969573,0
finance,0,0.691899318,3,medium,5,0.561713456,1,180.909627,0
engineering,0,0.723584689,4,medium,7,0.458810315,0,185.101025,0
admin,0,0.621683239,3,medium,5,0.616568926,1,181.0892215,0
support,0,0.461073231,4,low,6,0.286566282,0,183.4070291,0
retail,0,0.682668672,4,medium,8,0.588426332,0,188.0289147,1
operations,0,0.728276838,3,medium,7,0.335575394,0,185.3912426,1
IT,0,0.495081016,3,medium,9,0.562713035,0,191.2739812,0
operations,0,0.518620629,3,high,5,0.854380295,0,179.773304,0
support,0,0.684310869,4,medium,6,0.565764517,0,182.286744,0
engineering,0,0.738569967,4,high,7,0.511284184,0,185.2401462,0
sales,0,0.629585014,4,low,5,0.758644933,0,179.3453517,0
retail,0,0.626729109,2,medium,8,0.320145977,0,189.0487028,0
engineering,0,0.822177755,2,medium,5,0.320719485,0,178.8646167,1
logistics,1,0.60038807,4,medium,6,0.300473741,0,184.1124179,0
retail,1,0.668430526,4,low,6,0.55984292,1,181.6218627,0
IT,0,0.471011889,2,medium,6,0.674172986,0,184.0636977,0
marketing,0,0.610451325,3,medium,7,0.267274988,0,185.7098554,0
engineering,0,0.652822484,4,high,9,0.540001816,0,191.2684726,0
sales,0,0.751197548,3,medium,8,0.402668193,0,189.4804575,1
sales,0,0.674661995,3,medium,8,0.355005802,0,189.5123669,0
operations,0,0.463889271,3,medium,7,0.530673578,1,187.3770542,1
sales,0,0.609502019,4,medium,7,0.763742043,0,186.3500784,1
sales,0,0.63480255,2,medium,8,0.404919276,0,189.6565786,0
marketing,0,0.578011723,4,medium,5,0.671117207,0,181.4652614,0
admin,0,0.694282394,3,medium,9,0.545632311,0,192.2087893,0
retail,0,0.565076765,3,medium,6,0.729063761,0,182.496498,0
marketing,0,0.564799583,4,medium,5,0.751787504,0,179.7586197,0
support,0,0.621520806,4,medium,7,0.588116985,1,187.0498755,1
marketing,0,0.794424197,4,medium,4,0.505677081,0,177.2583612,1
support,0,0.805071837,3,medium,8,0.612005205,0,188.3435577,1
finance,0,0.62998871,4,low,6,0.711576455,0,183.3433041,0
retail,0,0.818693684,3,low,5,0.260540752,0,178.9804589,1
retail,0,0.699995234,4,low,5,0.677071189,0,178.7915431,0
marketing,0,0.625784365,3,high,7,0.448170592,0,187.3891047,0
sales,0,0.653848725,3,medium,8,0.370722074,0,189.4960021,0
support,0,0.54993425,4,high,7,0.666869846,0,185.1089309,0
operations,0,0.539336755,3,medium,7,0.583796984,0,186.6514554,0
support,0,0.670513943,3,medium,7,0.513012578,0,185.7028594,0
finance,0,0.654462989,4,medium,11,0.762783367,0,198.5822507,0
logistics,0,0.571565888,4,medium,7,0.621141593,0,187.0786247,1
operations,0,0.629939453,3,medium,8,0.581339677,0,188.0736223,1
admin,0,0.664914651,3,low,8,0.445933349,0,189.2444143,1
finance,0,0.595569046,3,high,6,0.683506474,0,182.3945921,0
engineering,0,0.714926196,2,medium,6,0.512639434,1,182.3626378,0
operations,0,0.649794144,3,medium,7,0.416572801,0,186.796185,0
support,0,0.620089526,2,medium,5,0.694567485,0,180.560667,0
operations,0,0.623301321,3,medium,9,0.435355314,0,191.5232777,0
engineering,0,0.623361059,3,medium,7,0.43343442,0,187.0833224,0
operations,0,0.585240084,3,medium,7,0.389694481,0,187.3412306,0
sales,0,0.686400474,2,medium,6,0.651640679,0,181.906629,0
retail,0,0.481931609,3,medium,6,0.700271589,0,182.7285078,0
operations,0,0.72627385,3,low,8,0.48326805,0,188.1416152,0
operations,0,0.632401803,4,medium,7,0.475643067,0,184.7959769,0
sales,1,0.656763374,3,low,3,0.646351371,0,174.7450976,0
sales,0,0.667798691,3,medium,5,0.571941299,0,180.3916732,0
sales,0,0.718369675,3,medium,7,0.448568682,0,186.9223362,0
marketing,0,0.612747949,3,medium,6,0.359320086,0,184.157045,0
operations,0,0.77334937,4,high,8,0.356959378,0,188.0139649,0
marketing,0,0.536152933,4,medium,7,0.664824033,0,186.0665837,1
retail,0,0.749833914,4,medium,7,0.321954817,0,184.8320223,0
engineering,0,0.580359424,3,low,7,0.636104292,0,187.0525536,1
logistics,0,0.748301816,4,medium,8,0.403970961,0,189.1182092,0
sales,0,0.583560145,3,low,11,0.647896478,0,198.1668194,0
IT,0,0.518635624,3,low,7,0.863432568,0,185.0612879,1
operations,0,0.50873721,4,medium,6,0.671612374,0,182.7452546,0
operations,0,0.671197046,3,medium,7,0.230780013,1,184.8717905,0
sales,0,0.699439241,3,high,9,0.55724017,0,190.5870289,0
support,0,0.708267886,4,medium,9,0.614339457,1,191.0779855,0
support,0,0.572799625,3,low,6,0.400475934,0,182.6596591,0
retail,0,0.547455632,3,medium,4,0.750784052,0,178.0453098,0
sales,0,0.652045134,4,medium,4,0.72628022,1,177.3607612,0
operations,0,0.708294588,4,medium,7,0.386990482,1,184.8275675,1
sales,0,0.618504731,4,medium,7,0.215764485,0,185.1369101,0
sales,0,0.698973823,3,medium,7,0.406966216,0,185.1900952,0
retail,0,0.69824896,3,medium,7,0.382929991,0,186.5243382,0
IT,0,0.652750873,4,medium,7,0.746373541,0,187.3250547,1
admin,0,0.570958779,4,medium,6,0.216580978,0,184.3848053,0
marketing,0,0.697950099,4,medium,8,0.590449935,0,188.3818985,1
engineering,1,0.636244354,3,medium,6,0.149134618,0,183.4140409,0
support,0,0.651706963,3,medium,7,0.598509631,0,187.3736369,1
sales,0,0.627223659,3,medium,5,0.684445555,0,180.7456085,0
support,0,0.659006451,3,low,9,0.47964145,0,190.8669821,0
engineering,0,0.561352413,3,medium,4,0.794334743,0,178.3213532,0
logistics,0,0.721093458,3,medium,6,0.33597614,0,183.3640075,1
operations,0,0.659433584,4,medium,7,0.285385275,0,185.1930886,0
sales,0,0.652688752,3,medium,6,0.594632146,1,182.612178,0
marketing,0,0.705521424,3,low,6,0.336803514,1,182.8193355,0
retail,0,0.436496696,2,medium,10,0.528497374,0,193.5484977,0
sales,0,0.574641002,3,medium,6,0.624977552,0,183.6365565,0
operations,0,0.637226702,3,medium,8,0.5385739,0,190.2034831,0
operations,0,0.545588943,4,medium,8,0.447223835,0,189.0852416,0
operations,0,0.617861078,4,high,6,0.646575949,0,183.1096835,0
retail,0,0.660315823,3,medium,6,0.496716928,0,183.0706368,0
retail,0,0.507171426,2,medium,8,0.36492111,0,187.8548854,0
engineering,0,0.58193093,3,medium,4,0.653660862,0,177.7823829,0
IT,0,0.633307914,2,medium,6,0.533993542,1,182.019872,0
retail,0,0.759500097,3,medium,5,0.492486157,0,180.1799921,0
retail,0,0.729239927,3,medium,8,0.639573501,0,188.5015684,1
marketing,0,0.646587027,2,high,6,0.615875051,0,183.4180566,1
support,0,0.660086703,3,medium,5,0.640148178,0,179.3853192,0
engineering,0,0.798017951,3,medium,9,0.63944842,0,192.3324952,0
retail,0,0.70769626,4,medium,5,0.662104855,0,179.4400364,0
sales,0,0.478957899,4,medium,7,0.584365112,0,186.6375759,1
IT,0,0.707632305,3,medium,6,0.687698043,0,181.9894237,0
operations,0,0.718523012,3,low,4,0.568386803,0,176.6757887,0
operations,0,0.605033294,3,high,10,0.547882281,0,193.7436577,0
operations,0,0.584835842,3,medium,6,0.787953517,0,181.8082608,0
operations,0,0.546448404,4,medium,8,0.416194432,0,187.8733792,0
retail,0,0.635813026,3,medium,6,0.354338492,0,183.5905607,0
marketing,0,0.689797495,4,low,6,0.55056868,0,183.7424331,0
marketing,0,0.637780041,3,medium,4,0.680086448,0,178.1093956,0
admin,0,0.553239635,3,medium,8,0.398996251,1,189.0054497,0
engineering,0,0.604598083,4,medium,5,0.65886275,0,180.4494748,0
retail,0,0.559012298,4,medium,10,0.603916041,1,194.809898,0
admin,0,0.559031499,4,medium,8,0.647183809,0,187.6225293,1
IT,0,0.686951644,4,medium,8,0.541253824,0,187.9529752,1
support,0,0.680557023,3,medium,4,0.660847153,0,178.0114953,0
engineering,0,0.664429074,3,medium,8,0.476527316,0,189.552902,0
engineering,0,0.589603004,3,medium,7,0.657324917,0,185.6593514,0
marketing,0,0.844601215,3,medium,6,0.326042275,0,184.1558382,0
operations,0,0.762648788,3,medium,7,0.243653537,0,186.1438648,0
marketing,0,0.664386704,3,high,6,0.651336626,0,181.8921032,0
retail,0,0.637885036,3,high,8,0.324689007,0,189.6128538,0
retail,0,0.759847895,4,low,4,0.582627751,0,177.7740155,1
operations,0,0.643137213,3,medium,7,0.613963483,0,187.4435739,1
engineering,0,0.702892639,3,medium,8,0.436061938,0,188.1366137,0
retail,0,0.415194449,3,medium,6,0.356320922,0,183.5018758,0
marketing,0,0.752331083,3,low,8,0.378677248,0,188.3383678,0
operations,0,0.801491906,4,medium,6,0.086248942,0,182.5687154,1
engineering,1,0.601981702,4,medium,8,0.477862397,0,190.1425398,0
engineering,0,0.565009292,3,medium,7,0.744424097,0,187.419319,1
operations,0,0.583818133,4,high,7,0.377966538,0,185.7950517,0
operations,0,0.691631316,3,medium,7,0.502170676,0,185.4181754,0
support,0,0.612713335,3,medium,6,0.621577789,1,181.6114148,0
support,0,0.779581429,3,low,5,0.424266046,0,179.2023356,1
engineering,0,0.668019855,3,low,6,0.438227019,0,181.6491786,1
retail,0,0.461182278,3,medium,8,0.314926788,0,190.0669119,0
marketing,0,0.506784346,3,medium,8,0.451290719,1,188.336439,0
engineering,0,0.622776833,3,high,8,0.476817107,0,189.3780591,0
engineering,0,0.735619022,4,medium,4,0.625845796,1,177.0869083,0
operations,0,0.796205487,4,medium,8,0.309904115,0,189.9797476,1
engineering,0,0.580690128,4,medium,6,0.769779155,0,182.1671082,0
IT,0,0.779104644,4,high,5,0.476591444,0,181.0749969,1
sales,0,0.63148111,3,medium,6,0.227912746,0,183.2800807,0
operations,0,0.690858232,3,high,6,0.534765704,1,183.0556106,0
operations,0,0.518583316,4,medium,5,0.845335231,1,179.3312204,0
engineering,0,0.555671465,4,low,9,0.458410803,0,190.5320108,0
finance,0,0.556105985,3,low,7,0.660243,0,186.7141456,0
marketing,1,0.570439897,3,low,4,0.727483204,1,177.6863226,0
sales,0,0.595118653,4,medium,7,0.39196293,0,186.6503231,0
operations,0,0.74271847,4,low,5,0.439173379,0,179.8817403,1
sales,0,0.66991092,3,medium,7,0.518167016,0,187.1437246,0
retail,0,0.727046395,4,medium,11,0.622109473,0,196.666941,0
retail,0,0.748115921,3,high,8,0.658502272,0,187.7915419,1
marketing,0,0.76467513,3,medium,5,0.326688626,1,180.9516117,1
operations,0,0.747849565,4,medium,8,0.430945992,1,189.064122,0
support,0,0.76397282,4,medium,8,0.483917276,0,189.0622277,0
admin,0,0.502426093,3,medium,8,0.493187025,0,190.440108,0
retail,0,0.546336495,4,medium,7,0.431257982,1,186.056234,0
marketing,0,0.57191242,4,low,8,0.353603153,0,189.2495829,0
marketing,0,0.866507593,3,medium,3,0.498515393,0,174.8674532,1
marketing,0,0.631558275,3,medium,8,0.2969235,0,189.1950366,1
retail,0,0.617236914,4,medium,5,0.630604125,0,179.4538325,0
engineering,0,0.687850574,3,medium,7,0.347730055,0,184.5692206,1
retail,0,0.679274199,3,medium,8,0.256856659,0,187.7266569,0
sales,0,0.670081804,2,medium,9,0.542527204,0,192.7045172,0
sales,0,0.560160522,4,medium,5,0.85835581,1,181.396934,0
engineering,0,0.549623841,3,medium,8,0.466143139,1,187.9444018,1
sales,0,0.572658524,3,high,5,0.720916649,1,180.355764,0
support,0,0.622833943,3,medium,8,0.400046037,0,189.591166,0
retail,0,0.627303173,3,high,8,0.398176908,0,189.486832,1
sales,0,0.631399645,3,medium,5,0.268474111,0,179.6207733,0
operations,0,0.506694743,3,medium,7,0.804032288,0,185.2964447,1
logistics,0,0.651918082,3,high,9,0.522217777,0,192.2494406,0
IT,0,0.77438747,2,medium,6,0.354953602,0,181.5238296,0
engineering,0,0.610977638,3,high,5,0.70758996,0,180.7169461,0
retail,0,0.635397741,3,medium,6,0.498738073,0,182.6517885,0
retail,0,0.43247965,3,medium,9,0.572748276,0,191.6779524,0
admin,0,0.656356939,3,medium,7,0.709320287,0,186.7109805,1
admin,0,0.657008965,3,medium,6,0.731983233,1,182.3886628,0
retail,0,0.564739743,4,medium,4,0.734160306,1,176.5853783,0
support,0,0.555366091,3,medium,7,0.418420519,1,184.9080814,0
operations,0,0.574879767,3,medium,4,0.699893686,0,177.9969584,0
engineering,0,0.661534816,3,medium,5,0.614726585,0,179.4143253,0
engineering,1,0.692696781,3,medium,9,0.545918034,0,192.66218,0
finance,0,0.621698066,2,medium,8,0.527111162,0,187.7941978,1
retail,0,0.533408478,3,high,7,0.640516617,0,186.6928777,1
sales,0,0.562240638,3,medium,7,0.19300248,0,186.0018337,0
operations,0,0.660383683,4,medium,5,0.494111257,0,179.8354121,0
sales,0,0.539163206,3,high,7,0.662867938,0,186.6126595,1
sales,0,0.698965931,3,low,6,0.548070403,0,181.9442971,0
marketing,0,0.586358778,4,high,7,0.566588554,0,184.764667,0
logistics,0,0.626947405,3,medium,9,0.537404415,0,191.7811304,0
sales,0,0.73353601,3,medium,5,0.585001927,0,178.5805701,0
support,0,0.656252069,3,medium,6,0.202401908,0,183.0251004,0
operations,0,0.566368387,4,medium,9,0.546829987,0,191.1296638,0
retail,0,0.699540514,3,medium,8,0.418190537,0,188.215284,0
sales,1,0.5725612,4,medium,5,0.632272759,1,180.3671855,0
retail,0,0.851731692,3,high,4,0.299127222,1,178.2891983,1
retail,0,0.600707513,3,medium,5,0.695733824,1,180.3854954,0
sales,0,0.790203246,3,medium,7,0.342059952,0,185.2670519,0
sales,0,0.508845247,3,medium,5,0.80507495,0,181.0259542,0
marketing,0,0.655328304,3,high,6,0.619480275,0,181.9481413,0
retail,0,0.533009375,4,medium,8,0.587240552,0,187.5976149,1
retail,0,0.545361029,4,medium,6,0.923271608,0,183.342311,0
sales,0,0.674057056,3,medium,5,0.62706223,0,180.7178974,0
operations,0,0.613245103,3,medium,8,0.532257254,1,188.3907149,1
retail,0,0.633904786,3,medium,7,0.589072282,0,187.3509767,0
sales,0,0.495106969,3,medium,7,0.52356136,0,187.0052825,1
sales,0,0.672251057,3,medium,7,0.700197544,0,187.4230011,1
engineering,0,0.493306653,3,medium,5,0.728968842,0,180.4790365,0
sales,0,0.624950318,4,medium,8,0.435871657,0,188.2198652,1
operations,0,0.670110167,3,medium,6,0.391119135,0,183.1890244,1
sales,1,0.538342301,3,medium,8,0.339148944,0,187.9066832,0
engineering,0,0.533431157,3,medium,5,0.762826412,0,179.4777736,0
engineering,0,0.636162124,3,high,6,0.401475873,0,183.1523374,0
sales,0,0.582958421,4,high,7,0.219391138,0,184.6850048,0
engineering,0,0.706933502,4,high,10,0.596606302,1,194.5979582,0
retail,0,0.57417129,3,medium,6,0.626848059,0,183.7229375,0
sales,0,0.638091264,3,medium,9,0.468075397,1,191.6327547,0
sales,0,0.6555071,4,low,10,0.511975866,0,195.9615883,0
sales,0,0.67158444,3,high,9,0.457478028,0,190.751367,0
support,0,0.621007041,3,low,7,0.391027253,0,185.2069666,0
operations,0,0.636176778,4,medium,6,0.573064032,0,183.2991947,0
marketing,0,0.558455267,3,medium,7,0.685977348,0,186.4830127,1
sales,0,0.754320336,3,low,8,0.505674813,0,189.1796984,1
retail,0,0.629210588,3,medium,6,0.579802185,1,182.0646144,0
engineering,0,0.605620482,2,high,7,0.311662291,0,186.6970371,0
retail,0,0.720524914,3,low,7,0.352888327,1,187.4676387,0
retail,0,0.758024023,3,medium,8,0.317884379,0,188.4982963,0
retail,0,0.618243678,4,high,7,0.404645013,0,185.4617521,0
operations,0,0.742638892,3,low,4,0.664574471,0,175.8533702,1
engineering,0,0.73155008,3,medium,8,0.604234492,0,188.7304897,1
operations,0,0.600117426,3,medium,8,0.295674777,0,187.9892205,0
engineering,0,0.572403949,3,medium,5,0.668440763,0,181.365324,0
sales,0,0.714110023,4,medium,8,0.673204288,0,187.788929,1
retail,0,0.815635902,4,medium,4,0.439677422,0,177.4327755,1
operations,0,0.680401112,2,medium,7,0.537026778,1,184.6838366,1
engineering,0,0.603210856,4,high,9,0.363498829,0,192.2930889,0
IT,0,0.682066508,4,high,7,0.419795214,0,185.2682535,0
IT,0,0.679603148,4,low,5,0.449948823,1,181.2269845,1
retail,0,0.750032964,3,medium,6,0.428321186,0,182.0962279,1
sales,0,0.660898493,3,medium,8,0.505346002,1,188.3486249,1
retail,0,0.732527182,3,low,6,0.457659953,0,183.187416,0
sales,0,0.79260203,4,medium,5,0.417972424,0,178.8850395,1
retail,0,0.729716659,4,medium,5,0.457776516,0,180.5146245,0
sales,0,0.767236788,4,medium,5,0.495569689,0,178.6502094,1
IT,0,0.555691691,3,medium,6,0.837689453,0,181.928832,0
retail,0,0.547829096,3,medium,5,0.767936525,0,181.4994874,0
support,0,0.65103115,3,low,7,0.541722877,0,185.0771781,0
IT,0,0.722433598,4,medium,8,0.561621548,1,188.3177358,1
operations,0,0.57230565,3,medium,6,0.706369569,0,181.677461,0
sales,0,0.720342323,3,medium,6,0.388442965,1,183.7615644,1
engineering,0,0.600567396,3,medium,7,0.704882752,0,186.9698723,1
engineering,0,0.552799574,4,medium,6,0.806555193,0,182.9943932,0
support,0,0.636636112,3,high,6,0.653516625,0,183.960485,0
engineering,0,0.503036861,3,medium,7,0.601376513,0,187.3233249,1
retail,0,0.639826915,3,low,8,0.363934589,0,189.2182381,1
sales,0,0.677368389,3,medium,5,0.594934462,0,180.9335059,0
marketing,0,0.644704451,4,medium,8,0.552086606,0,188.8568053,0
marketing,0,0.724272515,3,medium,6,0.541707447,0,182.055989,1
operations,0,0.60704692,4,medium,8,0.55825705,0,187.9971922,0
engineering,0,0.824539558,4,low,5,0.382750309,0,179.5830083,1
support,0,0.608430341,3,medium,7,0.461464838,0,187.2004141,0
sales,0,0.730887448,4,medium,6,0.307404275,0,181.9512087,1
support,0,0.648694721,3,high,5,0.68331017,0,181.2198314,0
marketing,0,0.648790809,3,medium,9,0.550373092,0,192.7849877,0
operations,0,0.565014934,4,medium,8,0.32353027,1,187.7535284,0
operations,0,0.668435263,3,medium,7,0.692137628,0,187.2241209,1
finance,0,0.672415554,3,medium,7,0.413450628,0,186.6039601,0
operations,0,0.64307931,3,medium,6,0.226563054,0,184.1180729,0
marketing,0,0.658504095,4,medium,6,0.501004473,0,181.7777923,1
sales,0,0.704566142,3,medium,8,0.540239534,0,188.6382152,1
finance,0,0.581597091,3,medium,8,0.437652842,0,187.600656,0
IT,0,0.643839186,4,low,6,0.443928843,1,182.6992805,1
admin,0,0.740139989,4,medium,6,0.398554942,0,183.10152,0
finance,0,0.561566043,3,medium,6,0.716925317,1,182.5258035,0
admin,0,0.518478864,3,low,5,0.846533275,0,180.0517376,0
sales,0,0.642347326,3,high,4,0.652595241,0,178.420583,0
retail,0,0.693749696,2,high,3,0.721034476,0,174.4666356,0
sales,0,0.634536751,4,medium,6,0.552916558,0,182.2799715,0
retail,0,0.505906164,3,low,8,0.440979114,0,189.9142196,0
retail,0,0.580180834,3,medium,7,0.611389733,0,187.2622325,1
retail,0,0.695303839,4,high,9,0.455156679,0,190.6901002,0
support,0,0.625437185,2,medium,5,0.529265391,0,179.0206064,0
engineering,0,0.640967439,4,medium,5,0.704102743,1,180.7602934,0
retail,0,0.525003518,3,medium,7,0.891185384,1,185.9815525,1
retail,0,0.772027273,2,medium,6,0.2742331,0,183.7522405,1
IT,0,0.641062049,3,medium,6,0.591767664,0,183.9335627,0
retail,0,0.693963722,3,low,7,0.367130349,0,186.0288247,0
IT,0,0.784029611,4,medium,5,0.345680044,0,181.077367,1
sales,0,0.675791809,2,low,6,0.40278328,0,184.4984658,1
sales,0,0.527594036,4,medium,7,0.353816517,0,186.8001804,0
marketing,0,0.641998786,3,high,7,0.458782782,0,185.4320311,1
IT,0,0.749640284,3,high,6,0.431782832,0,183.9771811,0
operations,0,0.67322281,4,medium,6,0.402927282,0,184.1955798,1
marketing,0,0.6378655,3,medium,5,0.585472618,1,180.689283,0
support,0,0.535027112,3,high,7,0.556255803,0,187.1929917,1
sales,0,0.543396313,3,medium,6,0.578931525,0,184.0008186,0
sales,0,0.686012364,3,low,7,0.292565004,0,187.4896677,1
retail,0,0.566241719,3,medium,5,0.613118897,0,179.1294451,0
marketing,0,0.586612495,3,medium,7,0.609974473,1,187.4649059,1
operations,0,0.610063377,4,medium,6,0.498221782,0,183.6039445,0
support,0,0.552122559,3,medium,7,0.731324063,0,187.2826809,0
retail,0,0.602026044,2,medium,8,0.493961929,0,188.31661,1
support,0,0.625553192,3,medium,8,0.716956686,0,187.6599815,1
